Playerid,Name,Age,Nationality,Overall,Potential,Club,Value,Wage
10607,J. Harrop,21,England,65,76,Preston North End,925000,4000
10608,R. Del Castillo,21,France,65,75,Nimes Olympique,875000,12000
10609,P. Frattali,31,Italy,65,65,Parma,325000,1000
10610,B. Augustyn,29,Poland,65,65,Lechia Gdansk,425000,3000
10611,L. Schwechlen,28,France,65,65,Gaztepe,450000,5000
10612,J. Glinker,33,Germany,65,65,1. FC Magdeburg,270000,1000
10613,G. Shitolo,27,South Africa,65,65,Orlando Pirates,450000,1000
10614,R. Taylor,29,England,65,65,Plymouth Argyle,550000,4000
10615,R. Mukhametshin,33,Russia,65,65,FC Tosno,220000,6000
10616,R. Janssen,27,Netherlands,65,66,VVV-Venlo,500000,3000
10617,R. O'Donnell,28,England,65,66,Rotherham United,425000,3000
10618,J. Ayala,29,Argentina,65,65,Temperley,375000,3000
10619,J. Sarnida,25,Chile,65,65,San Luis de Quillota,475000,1000
10620,S. Mpontshane,31,South Africa,65,65,Orlando Pirates,325000,1000
10621,K. Miyoshi,20,Japan,65,77,Kawasaki Frontale,975000,2000
10622,S. Kind Mikalsen,24,Norway,65,72,Lillestrom SK,650000,1000
10623,M. Yaghoubi,22,Finland,65,75,HJK Helsinki,750000,1000
10624,Thiago Xavier,33,Brazil,65,65,Valenciennes FC,220000,2000
10625,T. Miyayoshi,24,Japan,65,69,Sanfrecce Hiroshima,725000,4000
10626,E. Markov,22,Russia,65,72,FC Tosno,775000,6000
10627,Alex,26,Brazil,65,65,Silkeborg IF,600000,4000
10628,E. Schiavon,34,Italy,65,65,Ferrara (SPAL),260000,4000
10629,M. Valjent,21,Slovakia,65,73,Ternana,700000,4000
10630,H. Ekstein,26,South Africa,65,67,Kaizer Chiefs,650000,1000
10631,Nacho,24,Spain,65,70,CD Numancia,725000,3000
10632,Joni Montiel,18,Spain,65,75,Rayo Vallecano,800000,2000
10633,T. Cancellotti,25,Italy,65,68,Brescia,550000,1000
10634,M. Lackner,26,Austria,65,68,FC Admira Wacker Madling,550000,3000
10635,M. Abarhoun,28,Morocco,65,65,Moreirense FC,450000,2000
10636,J. Trejo,25,Argentina,65,66,Independiente,650000,6000
10637,J. Laporte,23,France,65,74,Clermont Foot 63,725000,2000
10638,Kweon Han Jin,29,Korea Republic,65,65,Jeju United FC,425000,2000
10639,E. Upson,27,England,65,66,Milton Keynes Dons,500000,4000
10640,L. Jager,23,Austria,65,71,1. FC Nurnberg,625000,3000
10641,Mandi,28,Spain,65,66,UD Almeraea,500000,3000
10642,S. Murray,23,Republic of Ireland,65,71,Colchester United,725000,4000
10643,J. Campbell-Ryce,34,Jamaica,65,65,Barnet,270000,4000
10644,D. Davydov,22,Russia,65,74,Spartak Moscow,850000,14000
10645,S. Arai,28,Japan,65,65,Kawasaki Frontale,375000,2000
10646,Barros,24,Brazil,65,72,Ventforet Kofu,775000,2000
10647,I. Ediev,29,Russia,65,66,FC SKA-Energiya Khabarovsk,475000,6000
10648,Z. Bytyqi,20,Norway,65,79,Viking FK,1200000,1000
10649,F. Rasia,25,Argentina,65,69,Arsenal Tula,700000,8000
10650,M. Acosta,25,Paraguay,65,67,CD Once Caldas Manizales,550000,1000
10651,Yoon Seung Won,22,Korea Republic,65,74,FC Seoul,825000,3000
10652,C. Lanoas,25,Chile,65,65,CD Palestino,475000,1000
10653,K. Murata,28,Japan,65,65,Shimizu S-Pulse,550000,2000
10654,A. Annan,30,Ghana,65,65,HJK Helsinki,400000,1000
10655,S. Wagstaff,27,England,65,66,Gillingham,500000,3000
10656,A. Romero,27,Argentina,65,65,Montreal Impact,575000,3000
10657,P. Lienhart,20,Austria,65,77,SC Freiburg,850000,23000
10658,Joao Graaa,22,Portugal,65,73,CD Feirense,775000,3000
10659,P. Digby,22,England,65,72,Mansfield Town,650000,5000
10660,A. Arrighini,27,Italy,65,66,Cittadella,625000,1000
10661,D. Mancini,20,Argentina,65,76,Tours FC,925000,8000
10662,K. Osborne,29,England,65,65,Grimsby Town,425000,4000
10663,T. Naylor,26,England,65,67,Burton Albion,650000,4000
10664,Edison Tarabai,31,Brazil,65,65,Al Batin,475000,5000
10665,F. Schleusener,25,Germany,65,68,Karlsruher SC,675000,7000
10666,J. Chabalala,25,South Africa,65,69,Orlando Pirates,600000,1000
10667,P. Clarke,35,England,65,65,Oldham Athletic,130000,1000
10668,B. Ninaj,23,Slovakia,65,71,Osmanlnspor,625000,4000
10669,R. Perticone,30,Italy,65,65,Cesena,400000,1000
10670,J. Yueill,20,United States,65,72,San Jose Earthquakes,750000,2000
10671,O. Eddahri,26,Sweden,65,65,AFC Eskilstuna,575000,2000
10672,F. Furlan,26,Italy,65,66,Brescia,625000,2000
10673,Francisco Afonso,20,Portugal,65,75,FC Paaos de Ferreira,750000,2000
10674,C. Songkrasin,23,Thailand,65,68,Hokkaido Consadole Sapporo,675000,2000
10675,Y. Hasegawa,29,Japan,65,65,Shimizu S-Pulse,550000,2000
10676,I. Moro,23,Ghana,65,73,Silkeborg IF,775000,3000
10677,C. Villanueva,33,Argentina,65,65,Bahaea Blanca,210000,3000
10678,M. Burch,33,United States,65,65,Minnesota Thunder,210000,2000
10679,K. AÅlvarez,25,Mexico,65,68,Tiburones Rojos de Veracruz,575000,2000
10680,T. Mickel,28,Germany,65,65,Hamburger SV,375000,7000
10681,Moon Sang Yun,26,Korea Republic,65,68,Jeju United FC,650000,2000
10682,U. Germano,25,Italy,65,70,Vercelli,600000,1000
10683,A. Tamay,24,Mexico,65,71,Lobos de la BUAP,750000,14000
10684,Isi Gamez,21,Spain,65,78,Granada CF,1000000,3000
10685,L. Gamba,30,Argentina,65,65,Unian de Santa Fe,525000,5000
10686,AÅlex Craninx,21,Spain,65,75,Sparta Rotterdam,675000,2000
10687,S. Laird,29,England,65,65,Forest Green,400000,5000
10688,C. N'Toko,29,Belgium,65,65,NAC Breda,425000,3000
10689,A. Riemann,25,Germany,65,67,LASK Linz,650000,5000
10690,M. Catalan,24,Argentina,65,70,Estudiantes de La Plata,600000,4000
10691,E. Marxen,26,Denmark,65,68,Randers FC,550000,4000
10692,F. Liverstam,29,Sweden,65,65,Halmstads BK,425000,2000
10693,J. Meza,23,Colombia,65,71,AÅguilas Doradas,625000,1000
10694,Alex Pozo,18,Spain,65,75,Sevilla Atlatico,800000,1000
10695,J. Lahmannsraben,26,Germany,65,67,FC Carl Zeiss Jena,550000,1000
10696,Z. Vanheusden,17,Belgium,65,82,Inter,950000,7000
10697,Y. Barnawi,23,Saudi Arabia,65,68,Al Qadisiyah,575000,4000
10698,K. Lejeune,32,France,65,65,AC Ajaccio,425000,2000
10699,M. Palionis,30,Lithuania,65,65, SSV Jahn Regensburg,400000,3000
10700,A. Fernandez,29,Mexico,65,65,Necaxa,375000,12000
10701,N. Jaadi,21,Morocco,65,73,Udinese,800000,7000
10702,K. Moleko,27,South Africa,65,65,Kaizer Chiefs,450000,1000
10703,J. Karlsson,28,Sweden,65,65,Jankapings Sadra IF,450000,1000
10704,M. El Allouchi,22,Morocco,65,71,NAC Breda,725000,3000
10705,A. Chambers,36,England,65,65,Walsall,170000,2000
10706,M. Bossaerts,20,Belgium,65,72,KV Oostende,650000,3000
10707,A. Revell,33,England,65,65,Northampton Town,350000,3000
10708,K. Reid,29,England,65,65,Colchester United,525000,5000
10709,R. Kanig,34,Germany,65,65,FSV Zwickau,280000,1000
10710,M. Marrone,30,Australia,65,65,Adelaide United,400000,2000
10711,N. Djurdjic,31,Serbia,65,65,Randers FC,475000,5000
10712,K. Rindaroy,31,Norway,65,65,Molde FK,350000,2000
10713,Adri Castellano,23,Spain,65,73,Granada CF,675000,3000
10714,C. Brown,23,Australia,65,69,Brisbane Roar,575000,2000
10715,M. Busch,22,Germany,65,72,1. FC Heidenheim,650000,4000
10716,E. AÅlvarez,28,Paraguay,65,65,CD Once Caldas Manizales,550000,1000
10717,N. Schindelholz,29,Switzerland,65,65,FC Luzern,425000,3000
10718,B. Smith,23,Australia,65,74,Bournemouth,700000,13000
10719,M. Bareiro,22,Argentina,65,76,Defensa y Justicia,825000,4000
10720,I. Groothuizen,20,Netherlands,65,75,ADO Den Haag,675000,2000
10721,J. Gonzalez,25,Mexico,65,69,Necaxa,575000,4000
10722,M. Calzada,27,Uruguay,65,66,Arsenal de Sarandae,600000,4000
10723,D. Carney,33,Australia,65,65,Sydney FC,325000,3000
10724,Ayala,24,Spain,65,68,Sint-Truidense VV,575000,3000
10725,E. Miller,24,United States,65,69,Colorado Rapids,575000,2000
10726,B. Woodburn,17,Wales,65,85,Liverpool,1100000,15000
10727,Y. Maruhashi,26,Japan,65,66,Cerezo Osaka,525000,2000
10728,P. Larsen,28,Norway,65,65,SK Brann,525000,2000
10729,D. Amankwaa,23,Denmark,65,70,FC Kobenhavn,725000,5000
10730,S. Balic,27,Montenegro,65,65,Zaglebie Lubin,450000,3000
10731,R. Framberger,21,Germany,65,75,FC Augsburg,750000,5000
10732,C. Long,22,England,65,72,Northampton Town,775000,13000
10733,M. Chemin,31,France,65,65,US Orlaans Loiret Football,375000,2000
10734,N. Sakemoto,32,Japan,65,65,Cerezo Osaka,300000,2000
10735,K. Haraldseid,23,Norway,65,71,FK Haugesund,625000,1000
10736,J. Blomberg,30,Sweden,65,65,AIK Solna,500000,3000
10737,Y. Mena,27,Colombia,65,65,Atlatico Huila,575000,1000
10738,J. Komar,20,Argentina,65,78,Talleres de Cordoba,925000,3000
10739,O. Tapiano,25,Chile,65,65,Club de Deportes Temuco,600000,1000
10740,R. Manning,21,Republic of Ireland,65,74,Queens Park Rangers,825000,6000
10741,M. Honsak,20,Austria,65,73,SCR Altach,800000,7000
10742,Rodrigo,24,Brazil,65,71,CD Aves,625000,3000
10743,C. Ribeiro,27,Wales,65,66,Oxford United,500000,3000
10744,T. Raehle,26,Germany,65,65,SC Preussen Maenster,575000,1000
10745,D. Volas,30,Slovenia,65,65,Sparta Rotterdam,525000,4000
10746,D. Follonier,23,Switzerland,65,74,FC Luzern,825000,3000
10747,A. Ogogo,27,England,65,65,Shrewsbury,550000,2000
10748,Park Soo Chang,28,Korea Republic,65,65,Sangju Sangmu FC,550000,2000
10749,J. Andersen,24,Denmark,65,72,Hammarby IF,750000,2000
10750,E. AÅvila,30,Colombia,65,65,Jaguares Fatbol Club,400000,1000
10751,S. Skrabb,22,Finland,65,73,IFK Norrkaping,800000,2000
10752,D. Guba,26,Slovakia,65,66,Termalica Bruk-Bet Nieciecza,625000,2000
10753,V. Fabris,24,Italy,65,68,F.B.C. Unione Venezia,675000,2000
10754,L. Neagle,30,United States,65,65,Seattle Sounders FC,500000,3000
10755,A. Al Sulayhim,23,Saudi Arabia,65,70,Al Shabab,625000,7000
10756,M. Altintas,21,Turkey,65,74,Evkur Yeni Malatyaspor,850000,8000
10757,B. Kamau,22,Australia,65,70,Melbourne City,725000,4000
10758,S. Mai,23,Germany,65,70,SC Preussen Maenster,625000,1000
10759,E. Birnican,28,Turkey,65,65,Kasimpasa SK,375000,4000
10760,O. Banks,24,England,65,68,Oldham Athletic,675000,2000
10761,J. Al Bishi,30,Saudi Arabia,65,65,Al Taawoun,400000,6000
10762,J. Oremo,30,Sweden,65,65,Halmstads BK,525000,2000
10763,S. Bain,25,Scotland,65,71,Dundee FC,525000,2000
10764,A. Razak,24,Ivory Coast,65,72,AFC Eskilstuna,750000,2000
10765,C. Walton,21,England,65,79,Wigan Athletic,975000,7000
10766,C. Donis,22,Greece,65,75,Panathinaikos FC,850000,1000
10767,M. Tounkara,21,Senegal,65,77,Lazio,975000,10000
10768,J. Caenepeel,20,Belgium,65,73,Excelsior,800000,3000
10769,T. Kutumela,23,South Africa,65,69,Orlando Pirates,725000,1000
10770,P. Pomykal,17,United States,65,74,FC Dallas,725000,2000
10771,M. Ligoule,34,France,65,65,US Orlaans Loiret Football,160000,2000
10772,E. Braetez,25,Argentina,65,69,Unian de Santa Fe,575000,4000
10773,C. Bassogog,21,Cameroon,65,72,,0,0
10774,N. Gunnarsson,26,Norway,65,68,DjurgAyrdens IF,550000,2000
10775,C. Valoyes,33,Colombia,65,65,Patriotas Boyaca FC,350000,1000
10776,E. Cardoba,23,Colombia,65,70,Independiente Medellaen,600000,1000
10777,Oh Chang Hyeon,25,Korea Republic,65,69,Pohang Steelers,700000,3000
10778,S. Pena,21,Peru,65,71,,0,0
10779,K. Das Neves,31,France,65,65,La Berrichonne de ChA¢teauroux,375000,2000
10780,N. Rnic,32,Serbia,65,65,Wolfsberger AC,300000,4000
10781,A. Jezina,28,Croatia,65,66,Royal Antwerp FC,425000,3000
10782,B. Rymaniak,27,Poland,65,65,Korona Kielce,450000,2000
10783,D. Marsura,23,Italy,65,69,F.B.C. Unione Venezia,700000,2000
10784,D. Poleon,23,England,65,72,Bradford City,775000,4000
10785,H. Fertoli,22,Argentina,65,74,Newell's Old Boys,825000,4000
10786,S. Deliktas,30,Turkey,65,65,Kardemir Karabaekspor,525000,5000
10787,Jhonatan,26,Brazil,65,67,Moreirense FC,450000,2000
10788,I. Doumbia,19,Ivory Coast,65,77,SV Zulte-Waregem,825000,3000
10789,L. Wilson,29,England,65,65,Port Vale,400000,5000
10790,S. Limbombe,26,Belgium,65,66,Royal Antwerp FC,625000,4000
10791,F. Sporkslede,23,Netherlands,65,69,NAC Breda,575000,3000
10792,A. Daeaz,21,Mexico,65,72,Club Amarica,775000,12000
10793,G. Guzel,30,Turkey,65,65,Medicana Sivasspor,500000,4000
10794,Nuno Tomas,21,Portugal,65,68,CF Os Belenenses,575000,2000
10795,K. Cissa,28,Guinea,65,65,Bari,550000,2000
10796,C. Townsend,24,England,65,69,Scunthorpe United,575000,3000
10797,J. Edwards,26,England,65,67,Walsall,650000,3000
10798,L. Woodberry,26,United States,65,67,New England Revolution,525000,2000
10799,M. Baynr,28,Turkey,65,65,Osmanlnspor,425000,5000
10800,Fradaric Maciel,23,Portugal,65,71,Moreirense FC,750000,2000
10801,P. Aquino,22,Peru,65,71,Lobos de la BUAP,625000,11000
10802,Javi Jimanez,20,Spain,65,73,Valencia CF,700000,6000
10803,J. Lopy,25,Senegal,65,69,Clermont Foot 63,675000,2000
10804,Kim Chi Woo,33,Korea Republic,65,65,FC Seoul,210000,2000
10805,J. Forte,30,Barbados,65,65,Notts County,525000,7000
10806,F. Aursnes,21,Norway,65,75,Molde FK,875000,2000
10807,K. Finnbogason,30,Iceland,65,65,AC Horsens,525000,4000
10808,AÅlvaro Arencibia,23,Spain,65,73,UD Las Palmas,675000,5000
10809,A. Legzdins,30,England,65,65,Burnley,350000,10000
10810,H. Hauksson,25,Iceland,65,68,AIK Solna,550000,3000
10811,J. Stojanovic,25,Serbia,65,69,KV Kortrijk,700000,4000
10812,F. Vanzo,23,Belgium,65,71,Waasland-Beveren,750000,3000
10813,Kim Jae Sung,33,Korea Republic,65,65,Jeonnam Dragons,325000,2000
10814,Y. Nakasaka,19,Japan,65,79,Vissel Kobe,1200000,2000
10815,D. Rose,23,England,65,72,Mansfield Town,775000,6000
10816,S. Asamoah,23,Ghana,65,69,Sint-Truidense VV,700000,3000
10817,H. Choudhury,19,England,65,76,Leicester City,800000,8000
10818,P. Velasco,24,Ecuador,65,69,,0,0
10819,M. Maric,21,Croatia,65,77,Lillestrom SK,775000,5000
10820,K. Oi,33,Japan,65,65,Jabilo Iwata,220000,2000
10821,M. Howard,30,England,65,65,Bolton Wanderers,350000,7000
10822,J. Horsfield,21,England,65,73,NAC Breda,675000,2000
10823,Baek Dong Gyu,26,Korea Republic,65,67,Jeju United FC,550000,2000
10824,Wesley,22,Brazil,65,72,Estoril Praia,650000,2000
10825,Felipe,24,Spain,65,71,AD Alcorcan,625000,3000
10826,J. Restrepo,39,Colombia,65,65,AÅguilas Doradas,40000,1000
10827,P. Miguez,30,Uruguay,65,65,Puebla,500000,3000
10828,R. Cardoba,27,Colombia,65,67,Jaguares Fatbol Club,525000,1000
10829,Ibson Melo,27,Brazil,65,65,CS Maraetimo,575000,3000
10830,W. Jordan,26,Colombia,65,67,Grupo Desportivo de Chaves,675000,3000
10831,C. Logan,31,Republic of Ireland,65,65,Mansfield Town,325000,4000
10832,A. Palacios,25,Colombia,65,68,CD America de Cali,675000,1000
10833,Ermel,22,Brazil,65,74,CD Feirense,825000,3000
10834,Robert Costa,23,Spain,65,75,RC Celta de Vigo,750000,5000
10835,P. Tavima,31,Colombia,65,65,Alianza Petrolera,375000,1000
10836,N. Olij,21,Netherlands,65,75,AZ Alkmaar,675000,2000
10837,M. Ogbu,26,Nigeria,65,68,IK Sirius,675000,1000
10838,D. Burnia,19,Germany,65,79,VfB Stuttgart,1000000,6000
10839,M. Terrier,20,France,65,77,RC Strasbourg,975000,9000
10840,S. Rafn,25,Norway,65,68,Lillestrom SK,675000,2000
10841,P. Santillo,37,Argentina,65,65,Arsenal de Sarandae,40000,2000
10842,J. Bolingi,23,DR Congo,65,71,Royal Excel Mouscron,750000,5000
10843,N. Burns,29,Australia,65,65,Sanfrecce Hiroshima,550000,4000
10844,P. Terracciano,27,Italy,65,65,Empoli,375000,1000
10845,A. Damen,27,Netherlands,65,67,Excelsior,450000,3000
10846,V. Sakor,21,Norway,65,75,IFK Gateborg,875000,18000
10847,C. Luyindama,23,DR Congo,65,70,Standard de Liege,625000,4000
10848,G. Figliomeni,30,Italy,65,65,Foggia,400000,1000
10849,F. Melara,31,Italy,65,65,Benevento Calcio,475000,8000
10850,L. Ochoa,32,Colombia,65,65,Atlatico Bucaramanga,300000,1000
10851,G. Castrovilli,20,Italy,65,79,Cremonese,1200000,12000
10852,A. Maitland-Niles,19,England,65,78,Arsenal,1000000,13000
10853,G. Nepomuceno,24,Curacao,65,70,Oldham Athletic,725000,2000
10854,A. Grant,30,England,65,65,Peterborough United,500000,4000
10855,D. McDermott,27,Republic of Ireland,65,65,Swindon Town,575000,5000
10856,C. Evina,25,Cameroon,65,69,Crawley Town,575000,3000
10857,L. Vignali,21,Italy,65,76,La Spezia,800000,1000
10858,E. Lawen,20,Germany,65,75,1. FC Nurnberg,775000,3000
10859,D. Luppi,26,Italy,65,65,Virtus Entella,600000,8000
10860,I. Austbo,32,Norway,65,65,Viking FK,300000,1000
10861,T. Loska,21,Poland,65,72,Garnik Zabrze,575000,1000
10862,S. Rapp,24,Switzerland,65,71,FC Thun,750000,5000
10863,Y. Ahmed,23,Qatar,65,70,C.D. Leonesa S.A.D.,625000,2000
10864,P. Caceres,32,Uruguay,65,65,Puebla,300000,3000
10865,M. Theo,36,Australia,65,65,Brisbane Roar,70000,1000
10866,R. Meara,26,Republic of Ireland,65,68,New York Red Bulls,475000,2000
10867,F. Soldano,22,Argentina,65,73,Unian de Santa Fe,800000,4000
10868,D. Ball,27,England,65,66,Rotherham United,625000,4000
10869,A. Thompson,24,Northern Ireland,65,71,Bradford City,625000,3000
10870,Lee Myung Joo,27,Korea Republic,65,66,FC Seoul,500000,2000
10871,A. Balboa,23,Uruguay,65,72,Club Atlatico Patronato,775000,3000
10872,S. Dracic,24,Serbia,65,69,KV Mechelen,725000,4000
10873,Kim Oh Gyu,28,Korea Republic,65,65,Gangwon FC,450000,2000
10874,M. Mohsen,28,Egypt,65,65,,0,0
10875,E. Kobozev,27,Russia,65,69,Jankapings Sadra IF,475000,1000
10876,R. Gergel,29,Slovakia,65,65,Termalica Bruk-Bet Nieciecza,525000,2000
10877,A. Albech,25,Denmark,65,70,Sarpsborg 08 FF,600000,1000
10878,C. Merville,35,France,65,65,Valenciennes FC,130000,1000
10879,M. Rahn,27,Germany,65,66,Sportfreunde Lotte,500000,1000
10880,Filipe Oliveira,23,Portugal,65,70,CS Maraetimo,725000,3000
10881,K. Naismith,25,Scotland,65,68,Portsmouth,675000,4000
10882,M. Romeo,21,Antigua & Barbuda,65,76,Millwall,800000,7000
10883,C. Camps,21,Northern Ireland,65,75,Rochdale,875000,2000
10884,Jesas Areso,17,Spain,65,77,Athletic Club de Bilbao,725000,3000
10885,S. Maguire,23,Republic of Ireland,65,74,Preston North End,850000,4000
10886,E. Bonifacio,23,Argentina,65,72,Gimnasia y Esgrima La Plata,650000,4000
10887,Y. Rokutan,30,Japan,65,65,Shimizu S-Pulse,350000,1000
10888,G. Hein,20,France,65,77,Tours FC,975000,4000
10889,L. Castiglia,28,Italy,65,65,Vercelli,525000,1000
10890,Kwak Tae Hwi,35,Korea Republic,64,64,FC Seoul,110000,2000
10891,Rafa Majica,18,Spain,64,78,FC Barcelona B,950000,2000
10892,A. Sevina,18,Turkey,64,78,Trabzonspor,925000,6000
10893,E. Alaffita,20,Mexico,64,71,Necaxa,550000,3000
10894,M. Gostomski,28,Poland,64,65,Korona Kielce,375000,2000
10895,J. Akinde,27,England,64,64,Barnet,475000,5000
10896,D. Kobayashi,34,Japan,64,64,New England Revolution,220000,3000
10897,S. Bytyqi,22,Kosovo,64,71,Manchester City,625000,24000
10898,J. Houwen,21,Netherlands,64,73,Vitesse,525000,2000
10899,G. Villarruel,24,Argentina,64,70,San Martaen de San Juan,625000,3000
10900,T. Doyle,25,New Zealand,64,66,Wellington Phoenix,450000,1000
10901,A. Piu,20,Italy,64,75,Empoli,775000,1000
10902,S. Silva,26,Uruguay,64,65,CD America de Cali,550000,1000
10903,N. Mohammed,30,Saudi Arabia,64,64,Al Taawoun,325000,6000
10904,E. Hackman,22,Ghana,64,71,Portimonense SC,525000,2000
10905,M. Fujita,31,Japan,64,64,Sagan Tosu,300000,2000
10906,I. Zhigulev,21,Russia,64,73,FC Krasnodar,700000,9000
10907,D. Trela,27,Poland,64,64,Termalica Bruk-Bet Nieciecza,300000,2000
10908,J. Vitale,21,Argentina,64,73,Unian de Santa Fe,600000,4000
10909,J. Ryerson,19,Norway,64,72,Viking FK,550000,1000
10910,Bernard Vicidal,29,Brazil,64,64,Atlatico Clube Goianiense,350000,4000
10911,O. Saderberg,26,Sweden,64,66,Kalmar FF,375000,1000
10912,P. Malarczyk,25,Poland,64,65,Cracovia,450000,2000
10913,V. Bergan,22,Norway,64,75,Odds BK,675000,1000
10914,C. Sinisterra,25,Colombia,64,65,AÅguilas Doradas,525000,1000
10915,L. Cardoza,32,Colombia,64,64,Deportes Tolima,260000,1000
10916,Choe Jae Hyeon,23,Korea Republic,64,72,Jeonnam Dragons,675000,2000
10917,H. Khaloua,22,Morocco,64,69,UD Almeraea,625000,3000
10918,H. Kamara,23,France,64,73,Stade de Reims,700000,3000
10919,G. Cotugno,22,Uruguay,64,74,Real Oviedo,625000,2000
10920,K. Soni,19,Cameroon,64,81,Girona CF,975000,4000
10921,Adrian Gamez,23,Spain,64,73,Albacete Balompia,600000,2000
10922,N. Ishikawa,31,Japan,64,64,Hokkaido Consadole Sapporo,300000,2000
10923,M. Bakenga,24,Norway,64,67,Tromso IL,575000,2000
10924,J. Imbert,27,Argentina,64,64,Chacarita Juniors,475000,4000
10925,K. Oiwa,27,Japan,64,64,Vegalta Sendai,375000,2000
10926,K. Kawata,29,Japan,64,64,Ventforet Kofu,300000,1000
10927,A. Reca,22,Poland,64,70,Wisla Plock,625000,2000
10928,B. Morrison,24,Ghana,64,69,Orlando Pirates,600000,1000
10929,B. Rosinger,27,Germany,64,64,Sportfreunde Lotte,475000,1000
10930,Tavares,18,Portugal,64,75,CD Feirense,700000,2000
10931,Molo,32,Spain,64,64,Lorca Deportiva CF,260000,3000
10932,J. Taylor,25,Wales,64,68,Exeter City,575000,4000
10933,L. Marengo,25,Netherlands,64,65,SK Brann,525000,2000
10934,L. Memela,29,South Africa,64,64,Orlando Pirates,450000,1000
10935,M. Pedersen,35,Norway,64,64,Tromso IL,190000,1000
10936,R. Bennett,25,England,64,68,Mansfield Town,500000,5000
10937,E. Correa,24,Colombia,64,69,Deportes Tolima,625000,1000
10938,M. Somma,22,Italy,64,70,Brescia,525000,1000
10939,S. Steblecki,25,Poland,64,67,Cracovia,575000,2000
10940,F. Strauss,22,Austria,64,71,FC Admira Wacker Madling,550000,3000
10941,R. Steer,35,Colombia,64,64,Jaguares Fatbol Club,210000,1000
10942,Tocantins,21,Brazil,64,72,Estoril Praia,675000,3000
10943,B. Hines-Ike,22,United States,64,71,Orebro SK,550000,2000
10944,M. Tootle,26,England,64,67,Notts County,450000,5000
